OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
2706,ADV,INT,"We were all in the Sala del Concistoro in the third loggia of the Apostolic Palace, he said.","We were all in the Sala del Concistoro  of the Apostolic Palace, he said."
2706,INT,ADV,"We were all in the Sala del Concistoro  of the Apostolic Palace, he said.","We were all in the Sala del Concistoro in the third loggia of the Apostolic Palace, he said."
3012,ADV,INT,"If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said, pointing out that bears and wolves are found within an hour of Rome.","If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said."
3012,INT,ADV,"If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said.","If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said, pointing out that bears and wolves are found within an hour of Rome."
2169,ADV,INT,But these categories  or generic top-level domains (gTLDs) as they are technically known  are about to undergo the biggest expansion since the start of the worldwide web.,But these categories  or generic top-level domains (gTLDs) as they are technically known  are about to see the biggest expansion since the start of the worldwide web.
2169,INT,ADV,But these categories  or generic top-level domains (gTLDs) as they are technically known  are about to see the biggest expansion since the start of the worldwide web.,But these categories  or generic top-level domains (gTLDs) as they are technically known  are about to undergo the biggest expansion since the start of the worldwide web.
5572,ELE,INT,These gaps could decide who became a top-level athlete because selection into elite sports may often depend on very small differences in a persons physical performance.,"Such gaps could decide who became a top-level athlete because, as the paper says, selection into elite sports may often depend on very small margins or differences in an individuals physical performance."
5572,INT,ELE,"Such gaps could decide who became a top-level athlete because, as the paper says, selection into elite sports may often depend on very small margins or differences in an individuals physical performance.",These gaps could decide who became a top-level athlete because selection into elite sports may often depend on very small differences in a persons physical performance.
5404,ELE,INT,Mystery shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,Shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.
5404,INT,ELE,Shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,Mystery shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.
953,ADV,ELE,The owners and bartenders need to tell them to go have a smoke but be respectful to their communities.,The owners need to tell them to go and have a smoke but be respectful to their communities.
953,ELE,ADV,The owners need to tell them to go and have a smoke but be respectful to their communities.,The owners and bartenders need to tell them to go have a smoke but be respectful to their communities.
1570,ADV,ELE,The northern white rhino is the rarest species of African rhino.,The northern white rhino is the rarest kind of African rhino.
1570,ELE,ADV,The northern white rhino is the rarest kind of African rhino.,The northern white rhino is the rarest species of African rhino.
4193,ADV,INT,"Back in the mid-1960s, Goodfellow was working as a development engineer and had been asked to devise a way to enable customers to withdraw cash from banks on Saturdays.","Back in the mid-1960s, Goodfellow was working as a development engineer and was asked to devise a way to allow customers to withdraw cash from banks on Saturdays."
4193,INT,ADV,"Back in the mid-1960s, Goodfellow was working as a development engineer and was asked to devise a way to allow customers to withdraw cash from banks on Saturdays.","Back in the mid-1960s, Goodfellow was working as a development engineer and had been asked to devise a way to enable customers to withdraw cash from banks on Saturdays."
1050,ADV,ELE,"All around the subway, bacteria associated with cheeses  brie, cheddar, parmesan and the mozzarella of ubiquitous New York pizza  turned up.","All around the subway, there were bacteria from cheeses  brie, cheddar, parmesan and the mozzarella found on New York pizza."
1050,ELE,ADV,"All around the subway, there were bacteria from cheeses  brie, cheddar, parmesan and the mozzarella found on New York pizza.","All around the subway, bacteria associated with cheeses  brie, cheddar, parmesan and the mozzarella of ubiquitous New York pizza  turned up."
3238,ADV,INT,"Biogas engineer The job: Setting up biogas plants in developing countries  What it involves: Linking a system of digesters  which can be fi lled with human excrement, animal dung and other waste products  to toilets to produce a biogas that can be used for cooking and lighting.","Biogas engineer The job: Setting up biogas plants in developing countries  What it involves: Linking a system  which can be filled with human excrement, animal dung and other waste products  to toilets to produce a biogas that can be used for cooking and lighting."
3238,INT,ADV,"Biogas engineer The job: Setting up biogas plants in developing countries  What it involves: Linking a system  which can be filled with human excrement, animal dung and other waste products  to toilets to produce a biogas that can be used for cooking and lighting.","Biogas engineer The job: Setting up biogas plants in developing countries  What it involves: Linking a system of digesters  which can be fi lled with human excrement, animal dung and other waste products  to toilets to produce a biogas that can be used for cooking and lighting."
4609,ELE,INT,"The US was the preferred destination for 27%, followed by the Caribbean (9%).","The US was the favoured destination for 27%, followed by the Caribbean (9%)."
4609,INT,ELE,"The US was the favoured destination for 27%, followed by the Caribbean (9%).","The US was the preferred destination for 27%, followed by the Caribbean (9%)."
3865,ADV,INT,"Instead, those things might be popular because of our constant urge to do something rather than nothing.","Instead, those things might be popular because of our constant need to do something rather than nothing."
3865,INT,ADV,"Instead, those things might be popular because of our constant need to do something rather than nothing.","Instead, those things might be popular because of our constant urge to do something rather than nothing."
4666,ELE,INT,Some rich Nepali have tiger heads on the walls of their living rooms.,Some wealthy Nepali have tiger heads on the walls of their living rooms.
4666,INT,ELE,Some wealthy Nepali have tiger heads on the walls of their living rooms.,Some rich Nepali have tiger heads on the walls of their living rooms.
3729,ADV,INT,"The key was to ensure that the way clouds form in the real world was accurately represented in computer climate models, which are the only tool researchers have to predict future temperatures.",Computer climate models are the only tool researchers have to predict future temperatures and it was important to make sure that the way clouds are formed was represented accurately in those models.
3729,INT,ADV,Computer climate models are the only tool researchers have to predict future temperatures and it was important to make sure that the way clouds are formed was represented accurately in those models.,"The key was to ensure that the way clouds form in the real world was accurately represented in computer climate models, which are the only tool researchers have to predict future temperatures."
5658,ELE,INT,"But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating through any device.","For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device."
5658,INT,ELE,"For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device.","But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating through any device."
4284,ADV,INT,"The controversial catching and killing of sharks longer than three metres began after what the state government called an unprecedented number of shark attacks on Western Australias coast, which saw a 35-year-old surfer killed in November 2013.",The catching and killing of sharks longer than three metres began after what the state government called an unprecedented number of shark attacks on Western Australias coast.
4284,INT,ADV,The catching and killing of sharks longer than three metres began after what the state government called an unprecedented number of shark attacks on Western Australias coast.,"The controversial catching and killing of sharks longer than three metres began after what the state government called an unprecedented number of shark attacks on Western Australias coast, which saw a 35-year-old surfer killed in November 2013."
5850,ELE,INT,Van Otterdijk says the UK has been very successful in reducing food waste.,Van Otterdijk says the UK has been very successful in combating food waste.
5850,INT,ELE,Van Otterdijk says the UK has been very successful in combating food waste.,Van Otterdijk says the UK has been very successful in reducing food waste.
3571,ADV,INT,"Her income is typically 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job.","Her income is around 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job."
3571,INT,ADV,"Her income is around 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job.","Her income is typically 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job."
2764,ADV,INT,Campaigners say it also has a vital role in the animal world as a crossroads for migrating species.,Campaigners say it also has a vital role for migrating animals.
2764,INT,ADV,Campaigners say it also has a vital role for migrating animals.,Campaigners say it also has a vital role in the animal world as a crossroads for migrating species.
3397,ADV,INT,"In spending 14 hours a day at work and giving up many of her paid holidays, Erika Sekiguchi is not even an extreme example.",Erika Sekiguchi spends 14 hours a day at work and gives up many of her paid holidays.
3397,INT,ADV,Erika Sekiguchi spends 14 hours a day at work and gives up many of her paid holidays.,"In spending 14 hours a day at work and giving up many of her paid holidays, Erika Sekiguchi is not even an extreme example."
2352,ADV,INT,A similar process may occur when powerful false memories are created in humans.,A similar process may happen when powerful false memories are created in humans.
2352,INT,ADV,A similar process may happen when powerful false memories are created in humans.,A similar process may occur when powerful false memories are created in humans.
3177,ADV,INT,"Under a change to the rules for 2014, however, the decision on whether to stop matches at the tournament is now at the discretion of the tournament director, Wayne McKewen.","Under a change to the rules for 2014, the decision on whether to stop matches at the tournament is now at the discretion of the tournament director, Wayne McKewen."
3177,INT,ADV,"Under a change to the rules for 2014, the decision on whether to stop matches at the tournament is now at the discretion of the tournament director, Wayne McKewen.","Under a change to the rules for 2014, however, the decision on whether to stop matches at the tournament is now at the discretion of the tournament director, Wayne McKewen."
2577,ADV,INT,"First we noticed the wind, and then the room was filled with a very bright light and we could see a cloud of some unspecified smoke in the sky, she said.","First we noticed the wind, and then the room was filled with a very bright light and we could see a cloud of smoke in the sky, she said."
2577,INT,ADV,"First we noticed the wind, and then the room was filled with a very bright light and we could see a cloud of smoke in the sky, she said.","First we noticed the wind, and then the room was filled with a very bright light and we could see a cloud of some unspecified smoke in the sky, she said."
2690,ADV,INT,"However, if appropriate measures are implemented, population ageing does not inevitably lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people.","However, population ageing does not always lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people."
2690,INT,ADV,"However, population ageing does not always lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people.","However, if appropriate measures are implemented, population ageing does not inevitably lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people."
417,ADV,ELE,"The team from the US, Japan, Germany and the UK asked zookeepers, carers and others who worked with male and female apes of various ages to complete questionnaires on the animals.","The team from the US, Japan, Germany and the UK asked zookeepers and others who worked with male and female apes of various ages to complete questionnaires on the animals."
417,ELE,ADV,"The team from the US, Japan, Germany and the UK asked zookeepers and others who worked with male and female apes of various ages to complete questionnaires on the animals.","The team from the US, Japan, Germany and the UK asked zookeepers, carers and others who worked with male and female apes of various ages to complete questionnaires on the animals."
1210,ADV,ELE,Food waste is happening in countries where people can afford to throw away food.,"Food waste is happening in countries where people have more money, so they can throw away food."
1210,ELE,ADV,"Food waste is happening in countries where people have more money, so they can throw away food.",Food waste is happening in countries where people can afford to throw away food.
692,ADV,ELE,"But, authorities suspected he was not paying taxes on the clothes, furniture and other goods he was importing from China.","But, authorities suspected he was not paying taxes on the clothes, furniture and other goods he was bringing in from China."
692,ELE,ADV,"But, authorities suspected he was not paying taxes on the clothes, furniture and other goods he was bringing in from China.","But, authorities suspected he was not paying taxes on the clothes, furniture and other goods he was importing from China."
1371,ADV,ELE,"To avoid the same fate, hes spending money to build a patio.","To avoid the same problems, hes spending money to build a patio."
1371,ELE,ADV,"To avoid the same problems, hes spending money to build a patio.","To avoid the same fate, hes spending money to build a patio."
3897,ADV,INT,"Just 2% of childrens time is spent emailing, compared to 33% for adults.","Just 2% of childrens time using devices is spent emailing, compared to 33% for adults."
3897,INT,ADV,"Just 2% of childrens time using devices is spent emailing, compared to 33% for adults.","Just 2% of childrens time is spent emailing, compared to 33% for adults."
565,ADV,ELE,"But, on Tuesday 8th April, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he had lobbed it into the Baltic Sea.","But, on Tuesday April 8th, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he threw it into the Baltic Sea."
565,ELE,ADV,"But, on Tuesday April 8th, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he threw it into the Baltic Sea.","But, on Tuesday 8th April, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he had lobbed it into the Baltic Sea."
479,ADV,ELE,"What is more, there were no dates in his calendar of events he personally had to attend.","Also, there were no dates in his calendar of events he had to attend."
479,ELE,ADV,"Also, there were no dates in his calendar of events he had to attend.","What is more, there were no dates in his calendar of events he personally had to attend."
3329,ADV,INT,"We provide care and support for 3,500 people and they need it because this is such a rapidly progressing disease and its a costly one to manage.","We provide care and support for 3,500 people and they need it because this is such a rapidly progressing disease and its expensive to manage."
3329,INT,ADV,"We provide care and support for 3,500 people and they need it because this is such a rapidly progressing disease and its expensive to manage.","We provide care and support for 3,500 people and they need it because this is such a rapidly progressing disease and its a costly one to manage."
3400,ADV,INT,"That fear of being ostracized at work is being blamed for a rise in stress-related illness, premature death and suicide.","That fear of being ostracized at work is the reason for a rise in stress-related illness, premature death and suicide."
3400,INT,ADV,"That fear of being ostracized at work is the reason for a rise in stress-related illness, premature death and suicide.","That fear of being ostracized at work is being blamed for a rise in stress-related illness, premature death and suicide."
143,ADV,ELE,"There must be something wrong with this country, said Nadia al Husin, holding up a banner calling on the government to do more for education.","There must be something wrong with this country, said Nadia al Husin."
143,ELE,ADV,"There must be something wrong with this country, said Nadia al Husin.","There must be something wrong with this country, said Nadia al Husin, holding up a banner calling on the government to do more for education."
4499,ELE,INT,"Nobody knows which came first: the economic crisis in Greece or shisha, the drug that is called the cocaine of the poor.","Nobody knows which came first: the economic crisis in Greece or shisha, the drug now known as the cocaine of the poor."
4499,INT,ELE,"Nobody knows which came first: the economic crisis in Greece or shisha, the drug now known as the cocaine of the poor.","Nobody knows which came first: the economic crisis in Greece or shisha, the drug that is called the cocaine of the poor."
1120,ADV,ELE,"You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye colour, Lalueza-Fox said.","You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes, Lalueza-Fox said."
1120,ELE,ADV,"You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes, Lalueza-Fox said.","You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye colour, Lalueza-Fox said."
3210,ADV,INT,"But renting a one-bedroom flat would cost more than 420 a month before bills, which would take up a lot of her earnings.","But renting a one-bedroom flat would cost more than 420 a month not including bills, which would use a lot of her earnings."
3210,INT,ADV,"But renting a one-bedroom flat would cost more than 420 a month not including bills, which would use a lot of her earnings.","But renting a one-bedroom flat would cost more than 420 a month before bills, which would take up a lot of her earnings."
2900,ADV,INT,"Some, such as Awan  a father of two young children, including a 12-yearold who recently started fasting  follow the timings of Mecca.","Some follow the timings of Mecca, for example Awan, a father of two young children, including a 12-year-old who recently started fasting."
2900,INT,ADV,"Some follow the timings of Mecca, for example Awan, a father of two young children, including a 12-year-old who recently started fasting.","Some, such as Awan  a father of two young children, including a 12-yearold who recently started fasting  follow the timings of Mecca."
606,ADV,ELE,"Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement ensured that factories would not lose orders during closure because brands had committed to maintain orders with suppliers for two years.","Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement made sure that factories would not lose orders during closure because companies agreed to continue orders with suppliers for two years."
606,ELE,ADV,"Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement made sure that factories would not lose orders during closure because companies agreed to continue orders with suppliers for two years.","Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement ensured that factories would not lose orders during closure because brands had committed to maintain orders with suppliers for two years."
2550,ADV,INT,"At least, thats what most lottery millionaires do, according to an analysis of spending and investment by jackpot winners.","At least, thats what most lottery millionaires do, according to a study of spending and investment by jackpot winners."
2550,INT,ADV,"At least, thats what most lottery millionaires do, according to a study of spending and investment by jackpot winners.","At least, thats what most lottery millionaires do, according to an analysis of spending and investment by jackpot winners."
3045,ADV,INT,"In terms of his love life, Axani said he was not looking for his next Elizabeth Gallagher just yet.","In terms of his love life, Axani said he was not looking for his next Elizabeth Gallagher yet."
3045,INT,ADV,"In terms of his love life, Axani said he was not looking for his next Elizabeth Gallagher yet.","In terms of his love life, Axani said he was not looking for his next Elizabeth Gallagher just yet."
498,ADV,ELE,"It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first found the body, in the first hour of the first day of the excavation."
498,ELE,ADV,"It was Mathew Morris who first found the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation."
5236,ELE,INT,"On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but there are more than 50 cloud types.","On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but meteorologists identify more than 50 cloud types."
5236,INT,ELE,"On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but meteorologists identify more than 50 cloud types.","On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but there are more than 50 cloud types."
1222,ADV,ELE,"If you are part of the 1%, you still have problems and they are legitimate to you.","If you are part of the 1%, you still have problems."
1222,ELE,ADV,"If you are part of the 1%, you still have problems.","If you are part of the 1%, you still have problems and they are legitimate to you."
3378,ADV,INT,"OK, so regretting making Flappy Bird isnt quite the same as regretting making a rifl e, but Nguyen is just the latest in a long line of inventors who wish they hadnt created a monster.","OK, so regretting making Flappy Bird isnt quite the same as regretting making a rifl e, but Nguyen is just the latest inventor who wished he hadnt created a monster."
3378,INT,ADV,"OK, so regretting making Flappy Bird isnt quite the same as regretting making a rifl e, but Nguyen is just the latest inventor who wished he hadnt created a monster.","OK, so regretting making Flappy Bird isnt quite the same as regretting making a rifl e, but Nguyen is just the latest in a long line of inventors who wish they hadnt created a monster."
5104,ELE,INT,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit.,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit underneath the plastic.
5104,INT,ELE,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit underneath the plastic.,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit.
722,ADV,ELE,"However, ACEA fully accepts that RDE will apply to new types of cars from September 2017.",But ACEA fully accepts that the regulation will apply to new types of cars from September 2017.
722,ELE,ADV,But ACEA fully accepts that the regulation will apply to new types of cars from September 2017.,"However, ACEA fully accepts that RDE will apply to new types of cars from September 2017."
5359,ELE,INT,East Africa can expect more short rainfalls and west Africa should expect heavier monsoons.,East Africa can expect increased short rainfalls and west Africa should expect heavier monsoons.
5359,INT,ELE,East Africa can expect increased short rainfalls and west Africa should expect heavier monsoons.,East Africa can expect more short rainfalls and west Africa should expect heavier monsoons.
1026,ADV,ELE,"In the novel, the models looks mean that men see her only as a sex object, while women are jealous of her.","In the novel, the models beauty means that men see her only as a sex object and women are jealous of her."
1026,ELE,ADV,"In the novel, the models beauty means that men see her only as a sex object and women are jealous of her.","In the novel, the models looks mean that men see her only as a sex object, while women are jealous of her."
1352,ADV,ELE,"Hannah, a 41-year-old City lawyer, has conducted nearly 500 visits for the Mystery Dining Company in her spare time without receiving remuneration or travel expenses.","Hannah, a 41-year-old lawyer, has made nearly 500 visits for the Mystery Dining Company in her spare time without receiving pay or travel expenses."
1352,ELE,ADV,"Hannah, a 41-year-old lawyer, has made nearly 500 visits for the Mystery Dining Company in her spare time without receiving pay or travel expenses.","Hannah, a 41-year-old City lawyer, has conducted nearly 500 visits for the Mystery Dining Company in her spare time without receiving remuneration or travel expenses."
2472,ADV,INT,"We need more for tourists to do in the evening  we dont even have one cinema in this city and there isnt enough for tourists to do after dark, he said.","We need more for tourists to do in the evening  we dont even have one cinema in this city, he said."
2472,INT,ADV,"We need more for tourists to do in the evening  we dont even have one cinema in this city, he said.","We need more for tourists to do in the evening  we dont even have one cinema in this city and there isnt enough for tourists to do after dark, he said."
1596,ADV,ELE,"Weve only been tracking vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes.","Weve only been studying vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes."
1596,ELE,ADV,"Weve only been studying vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes.","Weve only been tracking vaping for just over a year, so its a short time period, but we are not seeing growth in the number of long-term ex-smokers or never smokers using e-cigarettes."
2315,ADV,INT,The site has come at an opportune time for the country of five million people.,The site has come at the right time for the country of five million people.
2315,INT,ADV,The site has come at the right time for the country of five million people.,The site has come at an opportune time for the country of five million people.
2150,ADV,ELE,The industry accepts individuals with a very wide range of academic quali cations and skills.,The industry accepts people with a very wide range of quali cations and skills.
2150,ELE,ADV,The industry accepts people with a very wide range of quali cations and skills.,The industry accepts individuals with a very wide range of academic quali cations and skills.
4827,ELE,INT,Mama Fresh is a family company that sells injera to top restaurants and hotels in the Ethiopian capital.,Mama Fresh is a family company that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.
4827,INT,ELE,Mama Fresh is a family company that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.,Mama Fresh is a family company that sells injera to top restaurants and hotels in the Ethiopian capital.
1613,ADV,ELE,The managers should have ways to pay for broken glasses and plates without docking our tips.,The managers should have ways to pay for broken glasses and plates without taking our tips.
1613,ELE,ADV,The managers should have ways to pay for broken glasses and plates without taking our tips.,The managers should have ways to pay for broken glasses and plates without docking our tips.
2628,ADV,INT,This law does not allow the targeting of any US citizen or of any person located within the United States.,This law does not allow the targeting of any US citizen or of any person who is within the United States.
2628,INT,ADV,This law does not allow the targeting of any US citizen or of any person who is within the United States.,This law does not allow the targeting of any US citizen or of any person located within the United States.
1840,ADV,ELE,"One waiter, who doesnt work for PizzaExpress but has worked for 11 years for another restaurant chain, said that at least a third of his income is from tips.",He doesnt work for PizzaExpress but has worked for 11 years for another restaurant chain.
1840,ELE,ADV,He doesnt work for PizzaExpress but has worked for 11 years for another restaurant chain.,"One waiter, who doesnt work for PizzaExpress but has worked for 11 years for another restaurant chain, said that at least a third of his income is from tips."
2938,ADV,INT,"In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 vulnerable children  those in danger of entering work  into school.","In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school."
2938,INT,ADV,"In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school.","In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 vulnerable children  those in danger of entering work  into school."
337,ADV,ELE,"Since the outbreak of the crisis in 2009, Kethea has lost 70 of its 500 staff.","Since the economic crisis began in 2009, Kethea has lost 70 of its 500 staff."
337,ELE,ADV,"Since the economic crisis began in 2009, Kethea has lost 70 of its 500 staff.","Since the outbreak of the crisis in 2009, Kethea has lost 70 of its 500 staff."
5252,ELE,INT,"Traditionally, people send presents such as silver plates, dried fruit or sweets with wedding invitations.","Traditionally, presents such as silver plates, dried fruit or sweets are sent with wedding invitations."
5252,INT,ELE,"Traditionally, presents such as silver plates, dried fruit or sweets are sent with wedding invitations.","Traditionally, people send presents such as silver plates, dried fruit or sweets with wedding invitations."
4951,ELE,INT,"Testing hair is also pointless, the guide says.","Hair sample testing is also pointless, the guide says."
4951,INT,ELE,"Hair sample testing is also pointless, the guide says.","Testing hair is also pointless, the guide says."
4255,ADV,INT,"Some danced, some posed for photos, some drank, but mostly they just walked and talked football, waiting for the next game to begin on the nearby FanFest big screen.","Some danced, some posed for photos, some drank, but mostly they just walked and talked football, waiting for the next game to begin on the nearby big screen."
4255,INT,ADV,"Some danced, some posed for photos, some drank, but mostly they just walked and talked football, waiting for the next game to begin on the nearby big screen.","Some danced, some posed for photos, some drank, but mostly they just walked and talked football, waiting for the next game to begin on the nearby FanFest big screen."
2526,ADV,INT,"The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult, said Dr Christopher Murray, IHME Director and one of the founders of the Global Burden of Disease project.","The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult, said Dr Christopher Murray, IHME Director."
2526,INT,ADV,"The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult, said Dr Christopher Murray, IHME Director.","The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult, said Dr Christopher Murray, IHME Director and one of the founders of the Global Burden of Disease project."
1731,ADV,ELE,"To succeed as a bomb-disposal diver, you need ... to stay calm in stressful situations.","To succeed as a bomb-disposal diver, you need ... to be calm in stressful situations."
1731,ELE,ADV,"To succeed as a bomb-disposal diver, you need ... to be calm in stressful situations.","To succeed as a bomb-disposal diver, you need ... to stay calm in stressful situations."
4929,ELE,INT,"In this way, they named the city people lived in 57% of the time and were nearly 90% correct in guessing, within 50 miles, where people lived.","In this way, they named the city people lived in 57% of the time and were nearly 90% accurate in placing people within 50 miles of their home."
4929,INT,ELE,"In this way, they named the city people lived in 57% of the time and were nearly 90% accurate in placing people within 50 miles of their home.","In this way, they named the city people lived in 57% of the time and were nearly 90% correct in guessing, within 50 miles, where people lived."
3722,ADV,INT,That might sound like a lot but that money is crucial to me as my basic pay is only 6.50 an hour.,That might sound like a lot but that money is crucial to me because my basic pay is only 6.50 an hour.
3722,INT,ADV,That might sound like a lot but that money is crucial to me because my basic pay is only 6.50 an hour.,That might sound like a lot but that money is crucial to me as my basic pay is only 6.50 an hour.
1143,ADV,ELE,"Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female.","There are only two other northern white rhinos in the world, both in zoos, both female."
1143,ELE,ADV,"There are only two other northern white rhinos in the world, both in zoos, both female.","Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female."
2595,ADV,INT,"Its hard to see anything in an apes life that would have that sort of pattern, that they would think about.",Its hard to see anything in an apes life that would have that sort of pattern.
2595,INT,ADV,Its hard to see anything in an apes life that would have that sort of pattern.,"Its hard to see anything in an apes life that would have that sort of pattern, that they would think about."
725,ADV,ELE,"Her tail was flapping wildly and, at first, I thought it was a display but, then, I twigged: maybe shes angry.","Her tail was flapping wildly and, at first, I thought it was a display but, then, I realized she was angry."
725,ELE,ADV,"Her tail was flapping wildly and, at first, I thought it was a display but, then, I realized she was angry.","Her tail was flapping wildly and, at first, I thought it was a display but, then, I twigged: maybe shes angry."
766,ADV,ELE,"Then, its plutonium power source will run out and it will shut down, drifting outwards towards the edge of the solar system and deep space beyond.",Then its plutonium power source will run out and it will drift outwards towards the edge of the solar system and deep space beyond.
766,ELE,ADV,Then its plutonium power source will run out and it will drift outwards towards the edge of the solar system and deep space beyond.,"Then, its plutonium power source will run out and it will shut down, drifting outwards towards the edge of the solar system and deep space beyond."
287,ADV,ELE,"Steck, he says, was planning to climb Everests west ridge, first done in 1963, descend to the South Col and then immediately climb Lhotse via a new route, all without fixed ropes.",Steck was planning to climb Everests west ridge and then immediately climb Lhotse via a new route without fixed ropes.
287,ELE,ADV,Steck was planning to climb Everests west ridge and then immediately climb Lhotse via a new route without fixed ropes.,"Steck, he says, was planning to climb Everests west ridge, first done in 1963, descend to the South Col and then immediately climb Lhotse via a new route, all without fixed ropes."
308,ADV,ELE,"While he will become a United director and ambassador, the club will now have to find someone to replace a man who has won 13 English Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups.","He has won 13 Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups."
308,ELE,ADV,"He has won 13 Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups.","While he will become a United director and ambassador, the club will now have to find someone to replace a man who has won 13 English Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups."
2174,ADV,INT,"Argentina rejects the .patagonia request for a new generic top-level domain, the government notes in an appeal.",Argentina rejects the .patagonia request for a new generic top-level domain.
2174,INT,ADV,Argentina rejects the .patagonia request for a new generic top-level domain.,"Argentina rejects the .patagonia request for a new generic top-level domain, the government notes in an appeal."
4664,ELE,INT,"Recently, a tiger was captured after it killed two people, including a villager who was pulled from his bed in May.","Wildlife authorities captured a tiger after it killed two people, including a villager who was pulled from his bed in May."
4664,INT,ELE,"Wildlife authorities captured a tiger after it killed two people, including a villager who was pulled from his bed in May.","Recently, a tiger was captured after it killed two people, including a villager who was pulled from his bed in May."
5430,ELE,INT,Each word is represented by more than one spot because words often have many meanings.,Each word is represented by more than one spot because words often have several meanings.
5430,INT,ELE,Each word is represented by more than one spot because words often have several meanings.,Each word is represented by more than one spot because words often have many meanings.
5537,ELE,INT,"They come for a taste of something new, something most of them have never tasted before  sweet, cold ice cream.","They come for a taste of the unknown, something most have never tasted before  sweet, cold ice cream."
5537,INT,ELE,"They come for a taste of the unknown, something most have never tasted before  sweet, cold ice cream.","They come for a taste of something new, something most of them have never tasted before  sweet, cold ice cream."
